cust_id,AVARAGE _INTER_BOUNCE_TIME,salary of customer,FIRST 3 MONTH_BOUNCE_RATIO,FIRST_MONTH_BOUNCE,LATEST 3 MONTH_BOUNCE_RATIO,LATEST 3 MONTH_CLEAR_RATIO,LATEST_3 MONTHONTH_AVARAGE UNIQ_INTENSITY,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_GT15D,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_LQ15D,LATEST_MONTH_BOUNCE,LATEST_MONTH_FIRST_FOLLOWUP_DAY,LATEST_MONTH_LAST_FOLLOWUP_DAY,LATEST_MONTH_UNIQ_INTENSITY,month on book,NEVER_BOUNCE_FLAG,NUMBER OF TIME_BANK_CLEAR,NUMBER OF TIME_BOUNCE_PAID_BY_ END OF THE MONTH,NUMBER OF TIME_BOUNCES_LATEST_25PT,NUMBER OF TIME_CLEAR,number of deviations customer have at time of disbursal. ,Median day Offline payment  (like manual or mobility app payment)number of receipt cut,On which day receipt cut has been done,median receipt cut in last 6 month,remaining tenure of customer,RATE OF INTEREST,total number of dre receipt cut,TOTAL_OUTSTANDING_BALANCE LIVE_TRACTOR LOAN,number of unique receipt cut
cust1,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,17,18.99,0,,0
cust2,0,402000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,0,5,28,16,24,1,,1
cust3,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,14,5,14,22,22,1,,1
cust4,0,330000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,2,5,18,5,24,22.95,1,,1
cust5,,698000,0,,0,0,,,,,,,,1,NO,,,,,2,0,18,0,45,19.01,0,,0
cust6,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,28,19,0,,0
cust7,,575803,0,,0,0,,,,,,,,2,NO,,,,,0,0,6,0,32,22.28,0,,0
cust8,0,242454,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,12,19,12,9,26.17,2,,2
cust9,0,866000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,13,5,13,21,24,2,,2
cust10,0,300000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,5,17,5,20,22.63,1,,1
cust11,0,550000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,12,21,12,10,24.02,1,,1
cust12,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,19,10,19,24,23,1,,1
cust13,0,717000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,17,5,17,27,22.5,1,,1
cust14,0.5,1101000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,3,23,28,23,27,23,2,,2
cust15,0.5,850000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,5,7,8,22.76,2,,2
cust16,0,370000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,16,5,34,23.04,1,,1
cust17,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,28,19.52,1,,1
cust18,0.5,750000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,12,24,12,21,19.52,2,,2
cust19,,300000,0,,0,0,,,,,,,,1,NO,,,,,2,0,18,0,26,19.52,0,,0
cust20,,325000,0,,0,0,,,,,,,,1,NO,,,,,0,0,18,0,28,18.12,0,,0
cust21,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,27,18,0,,0
cust22,0,475000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,15,16,15,45,19.59,1,,1
cust23,,165000,0,,0,0,,,,,,,,1,NO,,,,,3,0,5,0,19,22,0,,0
cust24,,410000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,29,22.21,0,,0
cust25,0.5,1170000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,13,9,13,7,19.54,2,,2
cust26,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,39,19.52,1,,1
cust27,0.5,550000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,14,6,14,29,19.59,2,,2
cust28,0,1150000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,3,5,3,17,19.55,1,,1
cust29,0.5,350000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,14,13,14,43,19.51,2,,2
cust30,0.5,530000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,9,10,9,43,18.69,2,,2
cust31,0,1095000,0.5,1,0.5,0,0,0,0,0,0,0,0,3,NO,0,1,0,0,1,14,20,14,43,18.2,2,,2
cust32,0,1335000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,16,12,16,41,18.86,2,,2
cust33,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,14,5,14,46,18.12,1,,1
cust34,0,360000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,28,20,28,46,18.4,1,,1
cust35,,32500000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,17,21.01,0,,0
cust36,0,850000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,5,5,40,19.52,1,,1
cust37,0,790000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,5,5,33,19.52,1,,1
cust38,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,3,0,19,23.09,0,,0
cust39,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,21,22.72,0,,0
cust40,,450000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,17,18.04,0,,0
cust41,0.5,450000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,11,16,11,27,21.53,2,,2
cust42,0,454000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,4,8,5,8,27,24.24,1,,1
cust43,0,450000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,31,24.08,1,,1
cust44,0.5,1075000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,7,4,7,31,19,2,,2
cust45,,325000,0,,0,0,,,,,,,,1,NO,,,,,0,0,16,0,35,19,0,,0
cust46,0.5,770000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,5,6,5,33,3.82,3,,3
cust47,0,410000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,21,5,21,45,18.16,1,,1
cust48,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,27,18,0,,0
cust49,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,27,18,0,,0
cust50,,410000,0,,0,0,,,,,,,,1,NO,,,,,4,0,4,0,59,18.54,0,,0
cust51,,300000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,11,22,0,,0
cust52,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,19,28,19,12,22.06,2,,2
cust53,,850000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,38,22,0,,0
cust54,0,200000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,18,5,18,22,26.25,1,,1
cust55,0,790000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,30,5,30,33,19.56,1,,1
cust56,0.5,950000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,21,7,37,20.25,2,,2
cust57,0,850000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,29,19.51,1,,1
cust58,0,350000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,8,5,8,17,19.52,1,,1
cust59,0,141000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,33,15.01,1,,1
cust60,,725000,0,,0,0,,,,,,,,1,NO,,,,,0,0,11,0,19,22.99,0,,0
cust61,,870000,0,,0,0,,,,,,,,1,NO,,,,,1,0,18,0,23,23.03,0,,0
cust62,0,115800,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,21,20.5,1,,1
cust63,,830000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,17,24.07,0,,0
cust64,0,393200,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,18,5,18,33,20.05,1,,1
cust65,,1785000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,19,23.02,0,,0
cust66,,125000,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,35,16,0,,0
cust67,,64200,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,23,14.1,0,,0
cust68,0,1051000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,27,5,27,21,14.01,1,,1
cust69,,53025000,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,19,23,0,,0
cust70,,1485000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,19,24.01,0,,0
cust71,,42400,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,39,14.25,0,,0
cust72,1,450000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,18,13,18,6,22.33,2,,2
cust73,0,600000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,0,1,0,1,13,12,13,9,27.1,2,,2
cust74,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,17,22.08,0,,0
cust75,,328011,0,,0,0,,,,,,,,2,NO,,,,,0,0,11,0,22,26.17,0,,0
cust76,,537211,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,17,26.48,0,,0
cust77,0.5,1450000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,7,31,7,12,23,2,,2
cust78,0,524600,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,2,5,2,34,13.8,1,,1
cust79,0,401300,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,5,4,43,15.2,1,,1
cust80,0,164500,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,31,4,31,34,14.1,1,,1
cust81,0,375000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,2,5,2,34,14.3,1,,1
cust82,0,250000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,2,5,2,46,15.1,1,,1
cust83,,23991,0,,0,0,,,,,,,,1,NO,,,,,1,0,19,0,17,14,0,,0
cust84,,195300,0,,0,0,,,,,,,,1,NO,,,,,1,0,28,0,23,14.05,0,,0
cust85,,352312,0,,0,0,,,,,,,,1,NO,,,,,0,0,18,0,47,17.09,0,,0
cust86,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,17,22.94,0,,0
cust87,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,19,22,0,,0
cust88,,110337,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,48,21.76,0,,0
cust89,,147954,0,,0,0,,,,,,,,2,NO,,,,,0,0,31,0,24,22.21,0,,0
cust90,0.5,23401,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,19,,19,28,26.02,2,,2
cust91,,242002,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,42,22.06,0,,0
cust92,,95428,0,,0,0,,,,,,,,1,NO,,,,,2,0,10,0,23,23.09,0,,0
cust93,,850000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,46,20.23,0,,0
cust94,,91320,0,,0,0,,,,,,,,1,NO,,,,,0,0,12,0,22,19.01,0,,0
cust95,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,40,22.2,0,,0
cust96,,296100,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,34,22.2,0,,0
cust97,,150000,0,,0,0,,,,,,,,1,NO,,,,,0,0,11,0,34,22.66,0,,0
cust98,,160734,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,26,0,,0
cust99,0,850000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,3,26,26,26,13,23.99,2,,2
cust100,0,425000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,10,5,10,8,23,1,,1
cust101,0,2190000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,16,5,16,29,23.03,1,,1
cust102,0,580000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,7,31,7,22,24,1,,1
cust103,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,21,27,21,41,24,1,,1
cust104,0,325000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,13,5,13,10,24,1,,1
cust105,0.5,250000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,17,19,17,9,22,2,,2
cust106,0,400000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,11,15,11,8,21,1,,1
cust107,,357470,0,,0,0,,,,,,,,2,NO,,,,,1,0,6,0,22,28.05,0,,0
cust108,,406196,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,23,26,0,,0
cust109,0,442963,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,,6,22,28.28,1,,1
cust110,,375000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,21,0,,0
cust111,0,326452,0,0,0,1,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,8,5,8,25,25.2,1,,1
cust112,0,72828,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,,4,22,28.56,1,,1
cust113,0.5,1970000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,5,5,5,21,24,2,,2
cust114,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,30,5,30,21,22,3,,3
cust115,0.5,1099800,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,17,7,9,21,2,,2
cust116,0,1384900,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,5,5,22,21.5,1,,1
cust117,0,978600,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,15,,15,10,22,1,,1
cust118,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,18,10,18,10,22,1,,1
cust119,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,51,18.02,0,,0
cust120,,660000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,29,19.5,0,,0
cust121,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,13,0,29,19,0,,0
cust122,0,81272,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,14,5,14,15,25.9,1,,1
cust123,,220136,0,,0,0,,,,,,,,3,NO,,,,,1,0,7,0,12,26.54,0,,0
cust124,,1344050,0,,0,0,,,,,,,,2,NO,,,,,1,0,5,0,56,16.3,0,,0
cust125,,825000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,53,17.61,0,,0
cust126,0.5,550000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,3,11,18,11,20,22.28,2,,2
cust127,,70337,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,17,26.46,0,,0
cust128,,198358,0,,0,0,,,,,,,,1,NO,,,,,0,0,13,0,11,23.17,0,,0
cust129,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,9,5,9,21,18.02,2,,2
cust130,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,6,5,6,33,18.03,2,,2
cust131,0,975000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,5,5,6,5,40,19.16,1,,1
cust132,0,950000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,11,7,11,39,19.53,1,,1
cust133,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,33,18.53,1,,1
cust134,0,530000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,8,5,8,29,19.5,1,,1
cust135,0,100000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,14,17,14,12,26.07,1,,1
cust136,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,6,16,6,39,18.01,1,,1
cust137,0,650000,1,1,1,0,1,0,1,1,5,5,1,2,NO,0,1,1,0,0,5,5,5,34,18.5,1,,1
cust138,,150000,0,,0,0,,,,,,,,3,NO,,,,,0,0,30,0,28,26.85,0,,0
cust139,0,84454,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,5,5,17,25.59,1,,1
cust140,,86648,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,42,21.62,0,,0
cust141,0,710000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,7,9,7,10,19.72,1,,1
cust142,,410000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,29,19,0,,0
cust143,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,27,22,0,,0
cust144,,630000,0,,0,0,,,,,,,,1,NO,,,,,2,0,11,0,30,20,0,,0
cust145,0,530000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,17,5,22,22.53,1,,1
cust146,0.5,22505234,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,5,,5,49,17.17,2,,2
cust147,0.5,600000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,24,4,24,33,17,2,,2
cust148,0.5,530000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,7,5,7,41,18.5,2,,2
cust149,0,310000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,31,5,31,37,19.52,1,,1
cust150,0.5,25755000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,3,16,,16,33,19.5,2,,2
cust151,0,681000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,19,23,19,34,19.5,1,,1
cust152,0,452000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,8,5,8,27,17.5,1,,1
cust153,0.5,693000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,3,14,21,14,45,19.5,2,,2
cust154,0,454000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,0,1,0,3,6,5,6,10,0,1,,1
cust155,,690000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,34,19.05,0,,0
cust156,,1100000,0,,0,0,,,,,,,,1,NO,,,,,1,0,18,0,29,19,0,,0
cust157,,450000,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,43,19.09,0,,0
cust158,,450000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,47,19,0,,0
cust159,,450000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,31,19.58,0,,0
cust160,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,23,19,0,,0
cust161,,550000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,11,19.51,0,,0
cust162,,774260,0,,0,0,,,,,,,,2,NO,,,,,3,0,17,0,18,23.43,0,,0
cust163,,189382,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,42,20.05,0,,0
cust164,,401155,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,40,24.44,0,,0
cust165,,143372,0,,0,0,,,,,,,,1,NO,,,,,0,0,30,0,23,28.3,0,,0
cust166,,259168,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,23,26.32,0,,0
cust167,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,31,0,17,27.01,0,,0
cust168,,584374,0,,0,0,,,,,,,,1,NO,,,,,1,0,24,0,23,26.19,0,,0
cust169,,432000,0,,0,0,,,,,,,,1,NO,,,,,3,0,5,0,23,22,0,,0
cust170,,600000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,27,24,0,,0
cust171,,800000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,23,24,0,,0
cust172,,341000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,17,22,0,,0
cust173,,336744,0,,0,0,,,,,,,,3,NO,,,,,0,0,5,0,45,18.08,0,,0
cust174,,584150,0,,0,0,,,,,,,,3,NO,,,,,1,0,3,0,33,17,0,,0
cust175,,495340,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,66,16.58,0,,0
cust176,0,1589973,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,9,5,46,16.07,1,,1
cust177,0,470000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,9,11,9,18,24.03,2,,2
cust178,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,9,5,22,19.53,1,,1
cust179,0,585000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,13,17,13,21,22,2,,2
cust180,0,975000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,9,5,22,19.53,1,,1
cust181,,700000,0,,0,0,,,,,,,,1,NO,,,,,2,0,13,0,10,25.5,0,,0
cust182,0,1335000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,3,6,31,6,34,19.5,1,,1
cust183,0,300000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,5,5,5,28,19.5,1,,1
cust184,0,15150000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,5,5,5,16,19.5,1,,1
cust185,0,490000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,5,5,5,27,19.5,1,,1
cust186,0,650000,0,0,0,0,1,0,1,0,5,5,1,2,YES,0,0,0,0,1,5,5,5,22,18.5,1,,1
cust187,0,650000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,2,4,5,4,34,18.5,1,,1
cust188,0,490000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,5,5,5,28,19.5,1,,1
cust189,,850000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,38,19.5,0,,0
cust190,0.5,530000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,14,9,14,33,19.5,2,,2
cust191,0,450000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,8,5,8,9,19.5,1,,1
cust192,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,9,11,9,9,20.01,2,,2
cust193,0,290000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,7,5,7,21,22,1,,1
cust194,0.5,825000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,21,31,21,19,24.27,2,,2
cust195,0.5,390000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,6,5,6,27,22,2,,2
cust196,0,450000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,7,20,1,,1
cust197,0,290000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,5,5,16,22,1,,1
cust198,,232700,0,,0,0,,,,,,,,3,NO,,,,,0,0,,0,45,17.05,0,,0
cust199,0.5,378432,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,12,14,12,21,26.05,2,,2
cust200,0,197048,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,8,4,8,9,28.1,2,,2
cust201,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,7,5,7,33,19,1,,1
cust202,,530000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,51,19.5,0,,0
cust203,,370000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,9,19,0,,0
cust204,,610000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,44,19.5,0,,0
cust205,,816000,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,53,19.5,0,,0
cust206,,231516,0,,0,0,,,,,,,,3,NO,,,,,0,0,9,0,9,23.95,0,,0
cust207,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,18,0,27,22.22,0,,0
cust208,0.5,325000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,20,12,20,21,19.5,2,,2
cust209,,600000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,35,17,0,,0
cust210,,512107,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,58,16.06,0,,0
cust211,,301600,0,,0,0,,,,,,,,1,NO,,,,,1,0,17,0,58,15.68,0,,0
cust212,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,5,5,28,19.5,1,,1
cust213,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,5,5,51,17.51,1,,1
cust214,0,310000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,7,26,7,50,19.5,1,,1
cust215,0,670000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,12,5,38,19.61,1,,1
cust216,0.5,1050000,1,1,1,0,2,1,0,1,30,30,2,3,NO,0,2,1,0,2,17,5,17,45,18.01,2,,2
cust217,,550000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,35,19,0,,0
cust218,,402000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,17,23.95,0,,0
cust219,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,23,25.5,0,,0
cust220,,355948,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,30,22.08,0,,0
cust221,,493202,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,35,22.18,0,,0
cust222,,12791443,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,29,20.5,0,,0
cust223,,180000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,24,0,,0
cust224,,625000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,11,24,0,,0
cust225,,650000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,27,24,0,,0
cust226,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,10,22.6,0,,0
cust227,,704600,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,23,20.68,0,,0
cust228,0,250000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,4,6,5,6,22,18.5,1,,1
cust229,,125000,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,29,21.5,0,,0
cust230,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,23,20.15,0,,0
cust231,,341600,0,,0,0,,,,,,,,2,NO,,,,,2,0,12,0,34,20.3,0,,0
cust232,0,370352,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,31,5,31,22,26.63,1,,1
