cust_id,AVARAGE _INTER_BOUNCE_TIME,salary of customer,FIRST 3 MONTH_BOUNCE_RATIO,FIRST_MONTH_BOUNCE,LATEST 3 MONTH_BOUNCE_RATIO,LATEST 3 MONTH_CLEAR_RATIO,LATEST_3 MONTHONTH_AVARAGE UNIQ_INTENSITY,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_GT15D,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_LQ15D,LATEST_MONTH_BOUNCE,LATEST_MONTH_FIRST_FOLLOWUP_DAY,LATEST_MONTH_LAST_FOLLOWUP_DAY,LATEST_MONTH_UNIQ_INTENSITY,month on book,NEVER_BOUNCE_FLAG,NUMBER OF TIME_BANK_CLEAR,NUMBER OF TIME_BOUNCE_PAID_BY_ END OF THE MONTH,NUMBER OF TIME_BOUNCES_LATEST_25PT,NUMBER OF TIME_CLEAR,number of deviations customer have at time of disbursal. ,Median day Offline payment  (like manual or mobility app payment)number of receipt cut,On which day receipt cut has been done,median receipt cut in last 6 month,remaining tenure of customer,RATE OF INTEREST,total number of dre receipt cut,TOTAL_OUTSTANDING_BALANCE LIVE_TRACTOR LOAN,number of unique receipt cut
cust6587,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,4,5,4,15,23,1,,1
cust6588,0,570000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,9,4,46,18.84,1,,1
cust6589,0,275000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,14,29,14,34,20,1,,1
cust6590,0,510000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,4,6,4,13,19.55,1,,1
cust6591,0,450000,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,2,5,5,5,29,19.58,1,,1
cust6592,0.5,850000,1,1,1,0,2.5,1,1,1,12,19,3,3,NO,0,2,1,0,1,17,12,17,45,18.6,2,,2
cust6593,0.5,890000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,2,5,15,5,45,19.59,2,,2
cust6594,0.5,47500000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,1,12,19,12,26,20.98,2,,2
cust6595,0.5,966000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,1,15,15,15,30,22,2,,2
cust6596,0.5,525000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,0,,30,5,22.82,2,,2
cust6597,0.5,855000,1,1,1,0,2.5,1,1,1,11,17,3,3,NO,0,2,1,0,1,11,6,11,31,18.59,2,,2
cust6598,,425000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,63,18.55,0,,0
cust6599,0,275000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,0,7,5,7,22,18.5,1,,1
cust6600,0,1650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,5,6,16,23,1,,1
cust6601,,1755000,0,,0,0,,,,,,,,1,NO,,,,,2,0,14,0,23,23.26,0,,0
cust6602,0.5,402000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,0,12,,12,31,24,2,,2
cust6603,,275000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,21,22.16,0,,0
cust6604,0,310000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,17,5,49,19.5,1,,1
cust6605,0,710000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,8,,8,9,19.72,2,,2
cust6606,,390000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,39,18,0,,0
cust6607,,400400,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,27,20,0,,0
cust6608,0.5,959800,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,0,11,4,11,21,19.5,2,,2
cust6609,,241500,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,0,0,,0
cust6610,0.5,600000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,0,23,22,23,9,22,3,,3
cust6611,0,525000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,0,30,26,30,26,19,2,,2
cust6612,0,1010000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,5,6,32,19.5,1,,1
cust6613,0,425000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,0,12,31,12,27,18,1,,1
cust6614,0,45450000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,26,29,26,18,18.01,1,,1
cust6615,0,1275640,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,9,5,9,53,18.01,1,,1
cust6616,0,1156000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,5,5,5,33,18.17,2,,2
cust6617,0.5,1690000,1,1,1,0,2,1,0,1,29,29,2,3,NO,0,2,1,0,1,30,25,30,47,18.35,2,,2
cust6618,0,721000,0,0,0,0,1,1,0,0,25,25,1,2,YES,0,0,0,0,1,9,,9,42,18.12,1,,1
cust6619,0,200000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,2,16,21,16,16,27.22,1,,1
cust6620,,415000,0,,0,0,,,,,,,,3,NO,,,,,0,0,31,0,57,16.73,0,,0
cust6621,,2443842,0,,0,0,,,,,,,,1,NO,,,,,0,0,25,0,46,22.13,0,,0
cust6622,,194793,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,54,17.13,0,,0
cust6623,,517780,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,34,16.51,0,,0
cust6624,,130000,0,,0,0,,,,,,,,3,NO,,,,,1,0,18,0,18,22.39,0,,0
cust6625,,66501,0,,0,0,,,,,,,,1,NO,,,,,1,0,18,0,33,18.12,0,,0
cust6626,0,1735114,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,11,20,11,54,15.48,2,,2
cust6627,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,,5,38,22.2,1,,1
cust6628,,150001,0,,0,0,,,,,,,,1,NO,,,,,0,0,18,0,17,26.94,0,,0
cust6629,0,398610,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,17,5,22,26.18,1,,1
cust6630,,294177,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,29,21.23,0,,0
cust6631,,167736,0,,0,0,,,,,,,,1,NO,,,,,4,0,21,0,63,16.2,0,,0
cust6632,,171100,0,,0,0,,,,,,,,1,NO,,,,,2,0,14,0,23,23,0,,0
cust6633,,817938,0,,0,0,,,,,,,,2,NO,,,,,2,0,5,0,22,20.77,0,,0
cust6634,0,200000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,5,5,5,15,22.56,2,,2
cust6635,0,295000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,10,,10,22,22,1,,1
cust6636,0,39330,0,0,0,0.5,1,1,0,0,25,25,1,3,YES,1,0,0,1,3,3,10,3,40,19.14,1,,1
cust6637,0,170810,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,3,8,8,8,34,14,1,,1
cust6638,0,250000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,3,6,28,6,22,22,1,,1
cust6639,,211953,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,39,17,0,,0
cust6640,,230500,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,21,0,,0
cust6641,0,229500,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,30,5,30,21,20.05,1,,1
cust6642,0,125000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,4,5,4,15,25.1,1,,1
cust6643,,255987,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,17,24.5,0,,0
cust6644,,475000,0,,0,0,,,,,,,,2,NO,,,,,1,0,5,0,22,20.89,0,,0
cust6645,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,47,14.24,0,,0
cust6646,0,812000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,21,27,21,26,23,1,,1
cust6647,0,225000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,0,0,1,3,9,5,9,9,0,1,,1
cust6648,0.5,285000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,10,17,10,9,0,2,,2
cust6649,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,18,29,18,25,19.52,1,,1
cust6650,0,824000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,2,8,19,8,46,19.7,1,,1
cust6651,,225000,0,,0,0,,,,,,,,1,NO,,,,,1,0,12,0,28,19.5,0,,0
cust6652,,840000,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,27,22.01,0,,0
cust6653,0,660000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,12,,12,27,20,1,,1
cust6654,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,28,20.02,0,,0
cust6655,0,300000,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,0,5,5,5,37,18.95,1,,1
cust6656,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,35,19.24,0,,0
cust6657,,525000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,23,18.88,0,,0
cust6658,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,11,0,23,23.93,0,,0
cust6659,,1000000,0,,0,0,,,,,,,,1,NO,,,,,3,0,16,0,27,21,0,,0
cust6660,0,256000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,1,10,13,10,50,18.75,1,,1
cust6661,0.5,550000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,12,4,12,19,23.18,2,,2
cust6662,0,3015000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,27,22,1,,1
cust6663,0.5,370000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,3,9,5,9,26,22,2,,2
cust6664,0,795000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,45,19.5,1,,1
cust6665,0,975000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,6,6,6,34,19.5,1,,1
cust6666,0.5,850000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,1,6,6,6,36,19.5,2,,2
cust6667,0,300000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,9,6,9,43,19.5,1,,1
cust6668,0,650000,0.5,1,0.5,0.5,2,1,1,0,12,17,2,3,NO,1,1,0,1,2,5,5,5,33,18.02,1,,1
cust6669,,175000,0,,0,0,,,,,,,,1,NO,,,,,2,0,,0,53,17,0,,0
cust6670,0,800000,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,2,10,5,10,21,22,1,,1
cust6671,,1494000,0,,0,0,,,,,,,,2,NO,,,,,0,0,7,0,34,20.33,0,,0
cust6672,0.5,480000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,19,27,19,33,20.24,2,,2
cust6673,0.5,325000,1,1,1,0,2,0,1,1,0,0,0,3,NO,0,2,1,0,0,18,31,18,21,20,2,,2
cust6674,0,575000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,5,5,5,10,20,1,,1
cust6675,0,270000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,14,,14,10,22.01,1,,1
cust6676,,590000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,35,23.26,0,,0
cust6677,0,825000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,6,7,6,38,24,1,,1
cust6678,0.5,735000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,12,9,12,45,17.61,2,,2
cust6679,0,2244000,0.5,0,0.5,0,2.5,1,1,1,29,31,3,3,NO,0,1,1,0,1,25,30,25,47,17.21,2,,2
cust6680,0.5,430000,1,1,1,0,2,1,1,1,25,25,2,3,NO,0,2,1,0,3,22,12,22,56,17.8,2,,2
cust6681,,1130000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,29,18.4,0,,0
cust6682,0,630000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,3,10,5,10,45,18,1,,1
cust6683,0.5,890000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,3,10,5,10,57,18.04,2,,2
cust6684,,730000,0,,0,0,,,,,,,,1,NO,,,,,2,0,4,0,47,18.08,0,,0
cust6685,,380000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,31,17.28,0,,0
cust6686,0,571540,0,0,0,0.5,1,1,0,0,25,25,1,3,YES,1,0,0,1,1,6,5,6,20,18,1,,1
cust6687,,58258,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,22,26.82,0,,0
cust6688,0,1102560,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,17,5,17,33,22.03,2,,2
cust6689,0,125000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,13,5,13,42,17.08,1,,1
cust6690,0,344454,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,20,5,20,58,15.74,1,,1
cust6691,,200000,0,,0,0,,,,,,,,3,NO,,,,,0,0,5,0,21,21.47,0,,0
cust6692,,381000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,41,18.03,0,,0
cust6693,,260000,0,,0,0,,,,,,,,1,NO,,,,,0,0,23,0,47,18.07,0,,0
cust6694,,66500,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,46,17.62,0,,0
cust6695,0,174130,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,15,18,15,30,16.18,2,,2
cust6696,0,190172,0,0,0,1,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,30,5,30,54,16.54,1,,1
cust6697,0,351892,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,23,4,44,16.05,1,,1
cust6698,0,500640,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,24,5,24,58,15.5,1,,1
cust6699,,583384,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,46,16.48,0,,0
cust6700,0,106844,0,0,0,1,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,23,5,23,21,26.54,2,,2
cust6701,,346986,0,,0,0,,,,,,,,2,NO,,,,,0,0,23,0,20,22.13,0,,0
cust6702,,266000,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,23,14.53,0,,0
cust6703,0,125000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,0,5,5,5,22,21.84,1,,1
cust6704,,125000,0,,0,0,,,,,,,,1,NO,,,,,2,0,4,0,11,19,0,,0
cust6705,0,56683,0,0,0,0,1,1,0,0,25,25,1,2,YES,0,0,0,0,1,17,26,17,39,14,1,,1
cust6706,,1158500,0,,0,0,,,,,,,,2,NO,,,,,3,0,5,0,18,20.06,0,,0
cust6707,0,71300,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,1,5,5,5,17,16.11,1,,1
cust6708,0,125000,0,0,0,0.5,2,1,0,0,25,25,2,3,YES,1,0,0,1,2,6,5,6,27,19.04,1,,1
cust6709,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,22,20.5,0,,0
cust6710,0.5,250000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,2,14,4,14,21,20.5,2,,2
cust6711,0,191827,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,4,5,4,33,15,1,,1
cust6712,0,175682,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,0,1,0,1,30,4,30,38,17,1,,1
cust6713,0.5,459776,1,1,1,0,2,1,0,1,21,25,2,3,NO,0,2,1,0,2,17,30,17,25,20.44,2,,2
cust6714,,395000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,11,27.75,0,,0
cust6715,0,150000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,1,7,7,7,16,22.09,1,,1
cust6716,,385000,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,23,21,0,,0
cust6717,0,425000,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,1,5,5,5,15,19.51,1,,1
cust6718,0,650000,0.5,1,0.5,0.5,2,1,0,0,25,25,2,3,NO,1,1,0,1,2,8,30,8,26,19,2,,2
cust6719,0,450000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,8,6,46,19,1,,1
cust6720,,850000,0,,0,0,,,,,,,,1,NO,,,,,1,0,24,0,11,24,0,,0
cust6721,0,300000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,1,13,12,13,33,22.03,1,,1
cust6722,0,438000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,7,6,7,13,22.24,1,,1
cust6723,,1050000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,38,18.63,0,,0
cust6724,,714000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,35,17,0,,0
cust6725,0,525000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,0,5,5,5,45,17.83,1,,1
cust6726,0,425000,1,1,1,0,3,0,1,1,12,19,3,2,NO,0,1,1,0,1,18,8,18,22,23,1,,1
cust6727,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,35,19.5,0,,0
cust6728,0,500000,0.5,1,0.5,0.5,2,1,1,0,12,17,2,3,NO,1,1,0,1,0,8,5,8,33,18.5,1,,1
cust6729,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,39,18.25,0,,0
cust6730,0,478000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,7,6,22,22,1,,1
cust6731,0.5,650000,1,1,1,0,2.5,1,1,1,12,18,3,3,NO,0,2,1,0,2,16,6,16,27,19.35,2,,2
cust6732,,325000,0,,0,0,,,,,,,,1,NO,,,,,2,0,22,0,63,18.5,0,,0
cust6733,,335000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,51,19.02,0,,0
cust6734,,250000,0,,0,0,,,,,,,,1,NO,,,,,2,0,17,0,39,21,0,,0
cust6735,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,31,16,31,22,20.28,1,,1
cust6736,0,700000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,6,4,6,26,20.09,1,,1
cust6737,,250000,0,,0,0,,,,,,,,1,NO,,,,,2,0,8,0,35,20.08,0,,0
cust6738,,241700,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,35,19,0,,0
cust6739,0.5,525000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,21,16,21,12,20,2,,2
cust6740,0.5,390000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,1,17,30,17,9,26.69,2,,2
cust6741,0,225000,0.5,1,0.5,0.5,1,1,0,0,25,25,1,3,NO,1,1,0,1,0,7,5,7,15,19,1,,1
cust6742,,825000,0,,0,0,,,,,,,,1,NO,,,,,0,0,9,0,14,19,0,,0
cust6743,0,430000,0.5,1,0.5,0.5,2,1,1,0,12,17,2,3,NO,1,1,0,1,1,5,5,5,9,0,1,,1
cust6744,,215000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,37,18.02,0,,0
cust6745,,303000,0,,0,0,,,,,,,,1,NO,,,,,1,0,12,0,47,19,0,,0
cust6746,0.5,150000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,7,7,15,20,2,,2
cust6747,0,425000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,8,3,8,28,17.17,1,,1
cust6748,0,300000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,1,3,6,3,45,18.23,1,,1
cust6749,0.5,38250000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,,7,54,19,2,,2
cust6750,,1035000,0,,0,0,,,,,,,,1,NO,,,,,2,0,11,0,47,18.5,0,,0
cust6751,,205000,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,52,18.08,0,,0
cust6752,0.5,790000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,1,7,5,7,39,18.04,2,,2
cust6753,,327220,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,11,17.97,0,,0
cust6754,,1564000,0,,0,0,,,,,,,,1,NO,,,,,1,0,16,0,44,18.14,0,,0
cust6755,0,1481600,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,25,,25,49,18.3,1,,1
cust6756,0,150000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,21,5,21,10,0,1,,1
cust6757,0,1040000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,1,11,5,11,26,28,1,,1
cust6758,,350000,0,,0,0,,,,,,,,2,NO,,,,,1,0,5,0,34,23.03,0,,0
cust6759,0,1349064,0,0,0,1,1,1,0,0,25,25,1,2,YES,1,0,0,1,1,0,5,0,34,16.07,0,,0
cust6760,0.5,273784,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,12,17,12,27,22.01,2,,2
cust6761,,350321,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,11,21.95,0,,0
cust6762,,21020000,0,,0,0,,,,,,,,3,NO,,,,,0,0,8,0,33,21.56,0,,0
cust6763,0,43994,1,1,1,0,3,0,1,1,12,18,3,2,NO,0,1,1,0,1,19,30,19,29,21.06,1,,1
cust6764,,1270000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,47,17.01,0,,0
cust6765,,160734,0,,0,0,,,,,,,,2,NO,,,,,0,0,29,0,22,26,0,,0
cust6766,0,378472,0.5,1,0.5,0.5,1.5,1,1,0,12,17,2,3,NO,1,1,0,1,0,31,5,31,21,24.49,1,,1
cust6767,,100000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,23,19.65,0,,0
cust6768,0.95,0,0,0,1,0,24,1,0,1,25,25,24,0,NO,0,0,7,3,1,12,,25,-1,21.03,10,,10
cust6769,0.5,355085,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,17,25,17,15,21.79,2,,2
cust6770,,295000,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,23,22,0,,0
cust6771,,96847700,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,40,14.11,0,,0
cust6772,0.5,2028163,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,1,5,5,5,27,14.03,2,,2
cust6773,,375000,0,,0,0,,,,,,,,1,NO,,,,,1,0,18,0,17,20,0,,0
cust6774,,132800,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,23,19.1,0,,0
cust6775,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,15,13,15,22,23,1,,1
cust6776,0.5,300000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,5,5,5,17,19.2,2,,2
cust6777,0,750000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,5,5,16,20.02,1,,1
cust6778,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,27,,27,9,21.06,1,,1
cust6779,0,710000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,45,19.6,1,,1
cust6780,0,640000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,1,6,19,6,58,19.6,1,,1
cust6781,0,3900000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,2,6,15,6,46,18.5,1,,1
cust6782,,425000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,21,19.02,0,,0
cust6783,0.5,1575000,1,1,1,0,3,1,1,1,12,17,2,3,NO,0,2,1,0,1,18,6,18,33,19.13,2,,2
cust6784,,275000,0,,0,0,,,,,,,,1,NO,,,,,3,0,5,0,59,18,0,,0
cust6785,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,35,23.97,0,,0
cust6786,0.5,478000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,1,7,15,7,21,22,2,,2
cust6787,,470000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,14,24,0,,0
cust6788,0,550000,0.5,1,0.5,0.5,2,1,1,0,12,17,2,3,NO,1,1,0,1,1,5,5,5,9,22,1,,1
cust6789,,790000,0,,0,0,,,,,,,,1,NO,,,,,1,0,17,0,27,22.71,0,,0
cust6790,0,650000,1,1,1,0,1,0,1,1,5,5,1,2,NO,0,1,1,0,1,5,5,5,34,18.01,1,,1
cust6791,,975000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,35,19.5,0,,0
cust6792,0.5,390000,1,1,1,0,2,1,0,1,30,30,2,3,NO,0,2,1,0,1,25,,25,45,19,2,,2
cust6793,0,330000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,10,7,10,22,19.5,1,,1
cust6794,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,5,5,28,19.5,1,,1
cust6795,0.5,990000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,0,11,14,11,27,19.5,2,,2
cust6796,0,305000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,0,5,5,5,34,19.5,1,,1
cust6797,0,1550000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,10,21,10,21,24,2,,2
cust6798,0,1375000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,2,6,5,6,39,21,1,,1
cust6799,0,445000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,13,25,13,38,19.5,1,,1
cust6800,0.5,250000,1,1,1,0,2,1,0,1,25,25,2,3,NO,0,2,1,0,1,8,10,8,38,19,2,,2
cust6801,0,122000,1,1,1,0,2,0,1,1,12,17,2,2,NO,0,1,1,0,1,6,5,6,10,0,1,,1
cust6802,0,400000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,20,5,26,19.5,1,,1
cust6803,,625000,0,,0,0,,,,,,,,2,NO,,,,,1,0,10,0,50,18.56,0,,0
cust6804,0,625000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,7,5,7,21,21.98,2,,2
cust6805,,341000,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,35,19.55,0,,0
cust6806,,640000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,11,27.37,0,,0
cust6807,0,550000,1,1,1,0,1,1,0,1,25,25,1,2,NO,0,1,1,0,0,6,7,6,28,23.28,1,,1
cust6808,0.5,550000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,1,7,5,7,20,23.06,2,,2
cust6809,0,975000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,6,5,6,33,19,1,,1
cust6810,0.5,510000,1,1,1,0,2,1,1,1,12,17,2,3,NO,0,2,1,0,0,10,13,10,19,18.5,2,,2
